unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,avsat,admreq6,avact,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6,enrolmnt,genenrl,month,tostucu,tostufrs,tostucg,tostucp,nofall,cdactua,cnactua,cdactga,cdactpa,cdactuf,cnactuf,cdactgf,cdactpf,sumses,sumses_a,sumses_b,sumses_c,sumcntug,sumcntgr,sumcntfp,cdactssu,cnactssu,cdactssg,cdactssp,extdiv,extdiv_a,extdiv_b,extdiv_c,extdiv_d,extcntug,extcntgr,extcntfp,cdactexu,cnactexu,cdactexg,cdactexp
"213367","1","1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","1","1078","1","","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","","","","1","1","30","30","","1","-1","1","-1","-1","14090","14090","14090","-1","30","","10640","10640","10640","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1785","1","15","-1","3290","3340","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5557","5557","70195","4568","746","1843","0","-1","98042","0","16721","0","48353","0","6496","0","1","2","1","1","970","1047","","5341","","4417","","2","-1","","","","","","","","","",""
"174817","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","940","1","21","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","25","20","","1","-1","1","-1","-1","11700","11700","11700","-1","30","","4920","4920","4920","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1195","1","21","-1","2120","1800","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8074","8074","60195","1659","392","7455","0","-1","44492","0","63888","0","22765","0","8875","0","1","2","1","1","205","6740","","607","","20220","","2","-1","","","","","","","","","",""
"154712","1","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","1","1","1","904","1","23","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","","","","1","1","25","62","","-1","1","-1","-1","-1","10600","10600","10600","-1","15","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","530","1","20","-1","1950","2400","-1","","2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200","1200","70195","1937","256","55","0","-1","41445","0","108","0","13090","0","36","0","1","2","1","1","238","37","","538","","155","","2","-1","","","","","","","","","",""
"164173","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","1000","1","25","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","25","25","","-1","1","-1","-1","-1","8610","8610","8610","-1","30","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","103","2","","-1","3240","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1804","1804","70195","1999","275","0","0","-1","38742","0","0","0","19482","0","0","0","1","2","1","1","360","0","0","1236","","0","0","2","-1","","","","","","","","","",""
"197984","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","-1","","-1","-1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","25","25","","-1","1","-1","-1","-1","10408","10408","10408","-1","15","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","463","1","19","-1","3010","2336","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"816","816","80995","928","134","49","0","-1","21346","0","295","0","10280","0","147","0","1","2","1","1","182","51","233","821","","291","","2","-1","","","","","","","","","",""
"134079","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","950","1","20","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","30","30","","-1","1","-1","-1","-1","9970","9970","9970","-1","31","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1375","1","21","-1","2300","3000","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2571","2571","70195","4198","545","76","0","-1","68581","0","864","0","30274","0","321","0","1","2","1","1","1852","48","","9730","","318","","2","-1","","","","","","","","","",""
"146481","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","24","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","35","15","","-1","1","-1","-1","-1","19000","19000","19000","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","913","1","20","-1","2500","1900","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1023","1023","70195","1124","271","18","0","-1","31036","0","88","0","15528","0","48","0","1","2","1","1","110","3","","610","","12","","2","-1","","","","","","","","","",""
"125763","4","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","","1","","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","35","35","","-1","1","-1","-1","-1","17800","17800","17800","-1","30","","","","","1","","","","","","","","","","","","","","","","","","19000","19000","","","","","-1","","1","813","1","19","-1","3212","2838","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2166","2166","70195","1436","333","237","650","-1","42120","0","2304","17344","19650","0","1080","8096","1","1","2","2","","","","","","","","2","-1","","","","","","","","","",""
"238458","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","1","-1","-1","-1","13190","13190","13190","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","968","1","17","-1","2180","1950","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2395","2395","90795","2558","445","92","0","-1","58658","0","324","0","23098","0","165","0","1","2","1","1","814","198","","4217","","562","","2","-1","","","","","","","","","",""
"155900","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","991","1","23","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","15","","","-1","1","-1","-1","-1","8560","8560","8560","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","350","1","19","-1","1600","2196","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"758","758","80195","853","109","125","0","-1","19318","0","198","0","9661","0","85","0","1","2","1","1","137","58","","789","","122","","2","-1","","","","","","","","","",""
"198215","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","25","25","","-1","1","-1","-1","-1","10726","10726","10726","-1","27","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","715","1","21","-1","2500","1750","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1102","1102","80195","1162","311","17","0","-1","32811","0","118","0","16059","0","42","0","1","2","1","1","220","8","","1390","","18","","2","-1","","","","","","","","","",""
"231110","1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","850","1","","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","","","","1","1","40","40","","1","-1","-1","-1","-1","12620","12620","12620","-1","30","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","351","1","17","-1","3368","2644","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1062","1062","90195","1142","110","842","0","-1","34260","0","1476","0","9371","0","396","0","1","2","1","1","323","701","0","1464","0","2760","0","2","-1","","","","","","","","","",""
"186876","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","","","","1","1","35","35","","1","-1","-1","-1","-1","3472","3472","5072","-1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1833","1","19","-1","2925","1701","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5867","5867","60195","7204","732","0","0","-1","166409","0","0","0","75165","0","0","0","1","2","1","1","2349","","","15010","","","","2","-1","","","","","","","","","",""
"125480","5","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","45","","45","1","-1","-1","-1","-1","5625","5625","5625","-1","27","","","","","1","","","","","","","","","","","","","","","","","","9576","9576","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"715","716","90195","285","43","70","665","-1","2133","0","405","10877","1167","0","96","4938","1","2","1","1","","","423","","","","1248","2","-1","","","","","","","","","",""
"176947","4","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","2","-1","-1","-1","1","1","1","-1","","1","20","-1","1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","","","1","-1","-1","-1","-1","9570","9570","9570","-1","15","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","810","1","19","-1","1730","2040","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1184","1184","70195","1389","283","0","0","-1","28148","0","0","0","14240","0","0","0","1","2","1","","110","","","470","","","","2","-1","","","","","","","","","",""
"228468","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","987","1","21","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","7992","7992","7992","-1","30","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","350","1","21","-1","1610","2316","-1","","33","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001","1001","70195","1157","149","38","0","-1","21069","0","90","0","10277","0","45","0","1","2","1","1","346","29","","954","","160","","2","-1","","","","","","","","","",""
"157155","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","","1","","-1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","25","","","1","-1","-1","-1","-1","2480","2480","2480","-1","30","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79","72","70195","91","37","5","0","-1","1591","0","51","0","825","0","21","0","1","2","","","12","0","","45","","","","2","-1","","","","","","","","","",""
"203580","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","1070","1","22","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","20","20","","1","-1","-1","-1","-1","12950","12950","12950","-1","16","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","256","1","19","-1","2540","2366","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"669","662","70195","582","66","143","0","-1","12350","0","774","0","5516","0","360","0","1","2","1","1","115","111","","665","","","","2","-1","","","","","","","","","",""
"145628","2","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","1","-1","","-1","","1","-1","1","-1","1","-1","1","3","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","","","35","-1","1","-1","-1","-1","","","","1","","","","","","-1","","","","","","","","21223","21223","","","","","","","","","","","","","","","-1","67","1","200","1","17","-1","4485","2223","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"590","590","70195","0","","0","595","-1","0","0","0","36893","0","0","0","11730","1","2","1","1","","","131","","","","2364","2","-1","","","","","","","","","",""
"210438","2","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","","","","1","1","50","","50","-1","1","-1","-1","-1","","","","1","","","","","","-1","","12900","12900","","","","","","","","","","","","","","","","","","","","","-1","45","2","","2","","-1","","","-1","","2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"458","458","70195","0","","0","520","-1","0","0","0","26344","0","0","0","7312","1","2","1","1","","","297","","","","4728","2","-1","","","","","","","","","",""
"402493","6","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","20","20","","1","-1","-1","-1","-1","","","","1","","","7690","7690","7690","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1086","1086","70195","791","0","966","0","-1","7740","0","20304","0","2400","0","6276","0","1","2","1","","575","684","","3431","","3789","","2","-1","","","","","","","","","",""
"102669","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","1","1","1","","1","","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","2","102553","","","1","1","25","25","","1","1","-1","-1","1","8000","8000","8000","-1","30","","7680","7680","7680","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","121","1","19","-1","1620","2500","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498","498","70195","379","","201","0","-1","7043","0","3123","0","3506","0","1387","0","1","2","1","1","23","87","","69","","506","","2","-1","","","","","","","","","",""
"409917","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","3","","","","1","1","","35","","-1","-1","-1","-1","1","","","","-1","","","4500","4500","4500","-1","27","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"318","318","70195","0","","680","0","-1","0","0","3762","0","0","0","1170","0","1","2","1","1","0","245","0","0","0","840","0","2","-1","","","","","","","","","",""
"402828","1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","","30","65","1","-1","1","-1","-1","","","","-1","","","11400","11400","11400","-1","","","","","","","","","","","","","","","","","","16900","16900","","","","","-1","29","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750","750","70195","0","","81","733","-1","0","0","396","17847","0","0","236","9025","1","2","1","1","","54","171","","","355","534","2","-1","","","","","","","","","",""
"228635","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","2","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","1","","","","1","1","10","","","1","-1","1","-1","-1","1734","1734","9899","-1","36","","1431","1431","7209","-1","27","","","","","7246","20346","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1690","1690","70195","555","182","553","813","-1","9342","0","12403","26016","5182","0","4353","12992","1","2","1","1","401","424","","3888","","3796","","2","-1","","","","","","","","","",""
"228909","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","1","","","","1","1","","25","","1","-1","1","-1","-1","","","","-1","","","663","663","3159","-1","24","","","","","","","","","7175","20275","","","","","","","","","","","","","-1","52","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"549","549","70195","0","","113","436","-1","0","0","1807","22290","0","0","904","6976","1","2","2","2","","","","","","","","2","-1","","","","","","","","","",""
